ID,actor_name,county,subcounty,service_category,target_class
69.000000000000000,"DEPARTMENT OF YOUTH, GENDER AND SPORT- MOMBASA COUNTY DIRECTOR GENDER AND DISABILITY",Mombasa,Jomvu,protection,children
69.000000000000000,"DEPARTMENT OF YOUTH, GENDER AND SPORT- MOMBASA COUNTY DIRECTOR GENDER AND DISABILITY",Mombasa,Jomvu,capacity,children
69.000000000000000,"DEPARTMENT OF YOUTH, GENDER AND SPORT- MOMBASA COUNTY DIRECTOR GENDER AND DISABILITY",Mombasa,Jomvu,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Kisauni,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Kisauni,health,disabled
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Nyali,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Nyali,health,disabled
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Likoni,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Likoni,health,disabled
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Mvita,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Mvita,health,disabled
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Changamwe,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Changamwe,health,disabled
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Jomvu,health,children
70.000000000000000,POPULATION SERVICE KENYA,Mombasa,Jomvu,health,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Kinangop,capacity,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Kinangop,health,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Kipipiri,capacity,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Kipipiri,health,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ol Kalou,capacity,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ol Kalou,health,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ol Jorok,capacity,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ol Jorok,health,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ndaragwa,capacity,disabled
71.000000000000000,Joyce munyua foundation,Nyandarua,Ndaragwa,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kinangop,assistive_devices,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kinangop,education,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kinangop,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kinangop,livelihood,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kipipiri,assistive_devices,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kipipiri,education,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kipipiri,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Kipipiri,livelihood,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Kalou,assistive_devices,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Kalou,education,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Kalou,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Kalou,livelihood,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Jorok,assistive_devices,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Jorok,education,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Jorok,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ol Jorok,livelihood,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ndaragwa,assistive_devices,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ndaragwa,education,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ndaragwa,health,disabled
72.000000000000000,Nyandarua county government,Nyandarua,Ndaragwa,livelihood,disabled
73.000000000000000,Larche Kenya,Nyandarua,Kinangop,advocacy,disabled
73.000000000000000,Larche Kenya,Nyandarua,Kinangop,capacity,disabled
73.000000000000000,Larche Kenya,Nyandarua,Kipipiri,advocacy,disabled
73.000000000000000,Larche Kenya,Nyandarua,Kipipiri,capacity,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ol Kalou,advocacy,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ol Kalou,capacity,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ol Jorok,advocacy,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ol Jorok,capacity,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ndaragwa,advocacy,disabled
73.000000000000000,Larche Kenya,Nyandarua,Ndaragwa,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kinangop,health,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kinangop,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kinangop,advocacy,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kipipiri,health,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kipipiri,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Kipipiri,advocacy,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Kalou,health,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Kalou,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Kalou,advocacy,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Jorok,health,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Jorok,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ol Jorok,advocacy,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ndaragwa,health,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ndaragwa,capacity,disabled
74.000000000000000,Saint martin catholic social apostolate,Nyandarua,Ndaragwa,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni East,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni East,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni East,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni West,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni West,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Kieni West,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira East,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira East,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira East,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira West,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira West,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mathira West,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mukurweini,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mukurweini,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Mukurweini,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Nyeri Town,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Nyeri Town,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Nyeri Town,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Tetu,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Tetu,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Tetu,advocacy,disabled
75.000000000000000,County government of Nyeri,Nyeri,Othaya,assistive_devices,disabled
75.000000000000000,County government of Nyeri,Nyeri,Othaya,health,disabled
75.000000000000000,County government of Nyeri,Nyeri,Othaya,advocacy,disabled
76.000000000000000,Narumoru disabled home,Nyeri,Kieni East,health,disabled
76.000000000000000,Narumoru disabled home,Nyeri,Kieni East,assistive_devices,disabled
76.000000000000000,Narumoru disabled home,Nyeri,Kieni East,rehabilitation,disabled
77.000000000000000,Ack imarisha maisha project,Nyeri,Kieni East,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Kieni East,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Kieni West,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Kieni West,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mathira East,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mathira East,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mathira West,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mathira West,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mukurweini,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Mukurweini,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Nyeri Town,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Nyeri Town,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Tetu,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Tetu,capacity,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Othaya,advocacy,children
77.000000000000000,Ack imarisha maisha project,Nyeri,Othaya,capacity,children
78.000000000000000,World vision Kenya,Nyeri,Kieni West,capacity,children
78.000000000000000,World vision Kenya,Nyeri,Kieni West,protection,children
78.000000000000000,World vision Kenya,Nyeri,Kieni West,livelihood,children
78.000000000000000,World vision Kenya,Nyeri,Kieni West,education,children
78.000000000000000,World vision Kenya,Nyeri,Kieni West,social_support,children
79.000000000000000,Metropolitan sanctuary,Nyeri,Nyeri Town,health,disabled
79.000000000000000,Metropolitan sanctuary,Nyeri,Nyeri Town,rehabilitation,disabled
79.000000000000000,Metropolitan sanctuary,Nyeri,Nyeri Town,nutrition,disabled
79.000000000000000,Metropolitan sanctuary,Nyeri,Nyeri Town,assistive_devices,disabled
79.000000000000000,Metropolitan sanctuary,Nyeri,Nyeri Town,clinical_services,disabled
80.000000000000000,Nyeri disability network,Nyeri,Tetu,education,disabled
80.000000000000000,Nyeri disability network,Nyeri,Tetu,health,disabled
80.000000000000000,Nyeri disability network,Nyeri,Tetu,assistive_devices,disabled
80.000000000000000,Nyeri disability network,Nyeri,Tetu,advocacy,disabled
81.000000000000000,National legal Aid,Nyeri,Kieni East,protection,
81.000000000000000,National legal Aid,Nyeri,Kieni West,protection,
81.000000000000000,National legal Aid,Nyeri,Mathira East,protection,
81.000000000000000,National legal Aid,Nyeri,Mathira West,protection,
81.000000000000000,National legal Aid,Nyeri,Mukurweini,protection,
81.000000000000000,National legal Aid,Nyeri,Nyeri Town,protection,
81.000000000000000,National legal Aid,Nyeri,Tetu,protection,
81.000000000000000,National legal Aid,Nyeri,Othaya,protection,
82.000000000000000,Digital Greens,Nyeri,Kieni East,livelihood,
82.000000000000000,Digital Greens,Nyeri,Kieni West,livelihood,
82.000000000000000,Digital Greens,Nyeri,Mathira East,livelihood,
82.000000000000000,Digital Greens,Nyeri,Mathira West,livelihood,
82.000000000000000,Digital Greens,Nyeri,Mukurweini,livelihood,
82.000000000000000,Digital Greens,Nyeri,Nyeri Town,livelihood,
82.000000000000000,Digital Greens,Nyeri,Tetu,livelihood,
82.000000000000000,Digital Greens,Nyeri,Othaya,livelihood,
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira East,health,children
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira East,assistive_devices,children
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira East,livelihood,children
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira West,health,children
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira West,assistive_devices,children
83.000000000000000,Cerebral palsy warriors family,Nyeri,Mathira West,livelihood,children
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni East,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni East,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni East,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni East,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni West,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni West,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni West,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Kieni West,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira East,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira East,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira East,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira East,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira West,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira West,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira West,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mathira West,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mukurweini,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mukurweini,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mukurweini,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Mukurweini,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Nyeri Town,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Nyeri Town,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Nyeri Town,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Nyeri Town,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Tetu,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Tetu,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Tetu,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Tetu,capacity,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Othaya,advocacy,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Othaya,assistive_devices,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Othaya,livelihood,disabled
84.000000000000000,Deaf outreach program (Deafop),Nyeri,Othaya,capacity,disabled
85.000000000000000,Community Organization & Training for Risk Reduction(COTRR),Nyeri,Mukurweini,advocacy,disabled
85.000000000000000,Community Organization & Training for Risk Reduction(COTRR),Nyeri,Mukurweini,capacity,disabled
85.000000000000000,Community Organization & Training for Risk Reduction(COTRR),Nyeri,Mukurweini,health,disabled
85.000000000000000,Community Organization & Training for Risk Reduction(COTRR),Nyeri,Mukurweini,social_support,disabled
86.000000000000000,IT IS WELL CBO,Kisii,South Mugirango,protection,children
86.000000000000000,IT IS WELL CBO,Kisii,South Mugirango,advocacy,children
86.000000000000000,IT IS WELL CBO,Kisii,South Mugirango,livelihood,children
86.000000000000000,IT IS WELL CBO,Kisii,Nyaribari Chache,protection,children
86.000000000000000,IT IS WELL CBO,Kisii,Nyaribari Chache,advocacy,children
86.000000000000000,IT IS WELL CBO,Kisii,Nyaribari Chache,livelihood,children
86.000000000000000,IT IS WELL CBO,Kisii,Kitutu Chache South,protection,children
86.000000000000000,IT IS WELL CBO,Kisii,Kitutu Chache South,advocacy,children
86.000000000000000,IT IS WELL CBO,Kisii,Kitutu Chache South,livelihood,children
87.000000000000000,U-Rise Kenya CBO,Kisii,Kitutu Chache South,health,children
87.000000000000000,U-Rise Kenya CBO,Kisii,Kitutu Chache South,advocacy,children
87.000000000000000,U-Rise Kenya CBO,Kisii,Kitutu Chache South,livelihood,children
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu East,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu East,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu East,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu West,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu West,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu West,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu Central,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu Central,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Kisumu Central,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Seme,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Seme,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Seme,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyando,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyando,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyando,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Muhoroni,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Muhoroni,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Muhoroni,livelihood,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyakach,education,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyakach,assistive_devices,disabled
88.000000000000000,Christian Blind Mission,Kisumu,Nyakach,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu East,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu East,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu East,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu East,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu West,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu West,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu West,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu West,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu Central,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu Central,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu Central,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Kisumu Central,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Seme,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Seme,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Seme,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Seme,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyando,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyando,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyando,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyando,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Muhoroni,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Muhoroni,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Muhoroni,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Muhoroni,advocacy,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyakach,health,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyakach,education,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyakach,livelihood,disabled
89.000000000000000,Kisumu Action disability development Network (KADDNET),Kisumu,Nyakach,advocacy,disabled
90.000000000000000,HOWID,Kisumu,Kisumu East,health,children
90.000000000000000,HOWID,Kisumu,Kisumu East,livelihood,children
90.000000000000000,HOWID,Kisumu,Kisumu East,capacity,children
90.000000000000000,HOWID,Kisumu,Kisumu West,health,children
90.000000000000000,HOWID,Kisumu,Kisumu West,livelihood,children
90.000000000000000,HOWID,Kisumu,Kisumu West,capacity,children
90.000000000000000,HOWID,Kisumu,Kisumu Central,health,children
90.000000000000000,HOWID,Kisumu,Kisumu Central,livelihood,children
90.000000000000000,HOWID,Kisumu,Kisumu Central,capacity,children
90.000000000000000,HOWID,Kisumu,Seme,health,children
90.000000000000000,HOWID,Kisumu,Seme,livelihood,children
90.000000000000000,HOWID,Kisumu,Seme,capacity,children
90.000000000000000,HOWID,Kisumu,Nyando,health,children
90.000000000000000,HOWID,Kisumu,Nyando,livelihood,children
90.000000000000000,HOWID,Kisumu,Nyando,capacity,children
90.000000000000000,HOWID,Kisumu,Muhoroni,health,children
90.000000000000000,HOWID,Kisumu,Muhoroni,livelihood,children
90.000000000000000,HOWID,Kisumu,Muhoroni,capacity,children
90.000000000000000,HOWID,Kisumu,Nyakach,health,children
90.000000000000000,HOWID,Kisumu,Nyakach,livelihood,children
90.000000000000000,HOWID,Kisumu,Nyakach,capacity,children
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu East,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu East,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu East,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu West,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu West,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu West,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu Central,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu Central,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Kisumu Central,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Seme,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Seme,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Seme,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyando,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyando,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyando,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Muhoroni,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Muhoroni,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Muhoroni,rehabilitation,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyakach,health,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyakach,assistive_devices,disabled
91.000000000000000,NYABONDO(NCPWD),Kisumu,Nyakach,rehabilitation,disabled
92.000000000000000,MIRAL,Kisumu,Kisumu East,capacity,children
92.000000000000000,MIRAL,Kisumu,Kisumu East,education,children
92.000000000000000,MIRAL,Kisumu,Kisumu East,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Kisumu East,health,children
92.000000000000000,MIRAL,Kisumu,Kisumu West,capacity,children
92.000000000000000,MIRAL,Kisumu,Kisumu West,education,children
92.000000000000000,MIRAL,Kisumu,Kisumu West,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Kisumu West,health,children
92.000000000000000,MIRAL,Kisumu,Kisumu Central,capacity,children
92.000000000000000,MIRAL,Kisumu,Kisumu Central,education,children
92.000000000000000,MIRAL,Kisumu,Kisumu Central,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Kisumu Central,health,children
92.000000000000000,MIRAL,Kisumu,Seme,capacity,children
92.000000000000000,MIRAL,Kisumu,Seme,education,children
92.000000000000000,MIRAL,Kisumu,Seme,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Seme,health,children
92.000000000000000,MIRAL,Kisumu,Nyando,capacity,children
92.000000000000000,MIRAL,Kisumu,Nyando,education,children
92.000000000000000,MIRAL,Kisumu,Nyando,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Nyando,health,children
92.000000000000000,MIRAL,Kisumu,Muhoroni,capacity,children
92.000000000000000,MIRAL,Kisumu,Muhoroni,education,children
92.000000000000000,MIRAL,Kisumu,Muhoroni,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Muhoroni,health,children
92.000000000000000,MIRAL,Kisumu,Nyakach,capacity,children
92.000000000000000,MIRAL,Kisumu,Nyakach,education,children
92.000000000000000,MIRAL,Kisumu,Nyakach,assistive_devices,children
92.000000000000000,MIRAL,Kisumu,Nyakach,health,children
93.000000000000000,C.B.M,Kisumu,Kisumu East,,
93.000000000000000,C.B.M,Kisumu,Kisumu West,,
93.000000000000000,C.B.M,Kisumu,Kisumu Central,,
93.000000000000000,C.B.M,Kisumu,Seme,,
93.000000000000000,C.B.M,Kisumu,Nyando,,
93.000000000000000,C.B.M,Kisumu,Muhoroni,,
93.000000000000000,C.B.M,Kisumu,Nyakach,,
94.000000000000000,UNICEF,Kisumu,Kisumu East,capacity,children
94.000000000000000,UNICEF,Kisumu,Kisumu West,capacity,children
94.000000000000000,UNICEF,Kisumu,Kisumu Central,capacity,children
94.000000000000000,UNICEF,Kisumu,Seme,capacity,children
94.000000000000000,UNICEF,Kisumu,Nyando,capacity,children
94.000000000000000,UNICEF,Kisumu,Muhoroni,capacity,children
94.000000000000000,UNICEF,Kisumu,Nyakach,capacity,children
95.000000000000000,TINADA,Kisumu,Kisumu East,livelihood,children
95.000000000000000,TINADA,Kisumu,Kisumu East,advocacy,children
95.000000000000000,TINADA,Kisumu,Kisumu East,assistive,children
95.000000000000000,TINADA,Kisumu,Kisumu West,livelihood,children
95.000000000000000,TINADA,Kisumu,Kisumu West,advocacy,children
95.000000000000000,TINADA,Kisumu,Kisumu West,assistive,children
95.000000000000000,TINADA,Kisumu,Kisumu Central,livelihood,children
95.000000000000000,TINADA,Kisumu,Kisumu Central,advocacy,children
95.000000000000000,TINADA,Kisumu,Kisumu Central,assistive,children
95.000000000000000,TINADA,Kisumu,Seme,livelihood,children
95.000000000000000,TINADA,Kisumu,Seme,advocacy,children
95.000000000000000,TINADA,Kisumu,Seme,assistive,children
95.000000000000000,TINADA,Kisumu,Nyando,livelihood,children
95.000000000000000,TINADA,Kisumu,Nyando,advocacy,children
95.000000000000000,TINADA,Kisumu,Nyando,assistive,children
95.000000000000000,TINADA,Kisumu,Muhoroni,livelihood,children
95.000000000000000,TINADA,Kisumu,Muhoroni,advocacy,children
95.000000000000000,TINADA,Kisumu,Muhoroni,assistive,children
95.000000000000000,TINADA,Kisumu,Nyakach,livelihood,children
95.000000000000000,TINADA,Kisumu,Nyakach,advocacy,children
95.000000000000000,TINADA,Kisumu,Nyakach,assistive,children
96.000000000000000,KADNET,Kisumu,Kisumu East,,disabled
96.000000000000000,KADNET,Kisumu,Kisumu West,,disabled
96.000000000000000,KADNET,Kisumu,Kisumu Central,,disabled
96.000000000000000,KADNET,Kisumu,Seme,,disabled
96.000000000000000,KADNET,Kisumu,Nyando,,disabled
96.000000000000000,KADNET,Kisumu,Muhoroni,,disabled
96.000000000000000,KADNET,Kisumu,Nyakach,,disabled
97.000000000000000,SOS,Kisumu,Kisumu East,advocacy,children
97.000000000000000,SOS,Kisumu,Kisumu East,livelihood,children
97.000000000000000,SOS,Kisumu,Kisumu East,protection,children
97.000000000000000,SOS,Kisumu,Kisumu West,advocacy,children
